recno,xpos,ypos,Vmag,e_Vmag,V-I,e_V-I,ID
1963,70.73,319.75,20.241,0.019,0.735,0.059,22315.01
1964,314.349,319.164,24.012,0.144,1.32,0.171,22316.0
1965,351.995,318.895,22.089,0.073,0.858,0.081,22317.0
1966,349.0,320.105,24.603,0.172,1.154,0.309,22317.01
1967,112.727,320.447,22.387,0.069,0.884,0.085,22320.0
1968,185.477,319.889,24.008,0.158,1.115,0.203,22321.0
1969,642.53,320.314,21.43,0.027,0.788,0.036,22326.0
1970,735.237,319.432,22.37,0.038,0.849,0.041,22327.01
1971,733.394,325.952,20.884,0.032,0.746,0.056,22327.02
1972,418.899,320.963,23.28,0.055,0.995,0.158,22332.0
1973,533.421,321.741,21.257,0.029,0.77,0.047,22340.0
1974,536.165,326.246,23.684,0.078,1.286,0.125,22340.01
1975,560.872,322.116,24.45,0.166,1.187,0.242,22341.0
1976,690.931,322.056,24.301,0.304,1.203,0.485,22342.0
1977,55.082,322.517,21.42,0.037,0.79,0.041,22343.0
1978,52.494,324.416,23.37,0.079,1.1,0.108,22343.01
1979,219.931,326.881,20.91,0.026,0.741,0.036,22344.01
1980,216.491,329.691,18.634,0.011,0.944,0.013,22344.02
1981,212.161,330.162,21.773,0.074,0.868,0.086,22344.03
1982,218.966,323.035,21.786,0.132,0.644,0.139,22344.04
1983,279.026,323.02,24.402,0.25,1.33,0.267,22345.0
1984,279.192,326.874,23.001,0.07,1.091,0.095,22345.01
1985,280.809,328.305,22.025,0.031,0.83,0.052,22345.02
1986,279.405,332.578,20.416,0.009,0.697,0.013,22345.03
1987,283.872,324.699,22.879,0.076,1.035,0.097,22345.04
1988,440.804,325.174,21.976,0.061,0.846,0.074,22346.01
1989,665.738,323.738,23.741,0.092,1.199,0.14,22350.0
1990,100.408,326.567,23.085,0.057,1.067,0.297,22352.01
1991,158.011,324.654,22.709,0.031,1.0,0.041,22353.0
1992,313.242,325.135,24.616,0.182,1.392,0.194,22355.0
1993,553.822,324.697,24.326,0.188,1.373,0.237,22358.0
1994,556.368,328.258,19.658,0.006,0.749,0.011,22358.01
1995,741.25,325.124,24.631,0.121,1.43,0.194,22359.0
1996,183.189,325.893,24.786,0.193,1.273,0.261,22362.0
1997,188.445,325.822,23.898,0.079,1.085,0.303,22363.0
1998,650.707,325.92,20.442,0.018,0.691,0.028,22365.0
1999,655.754,327.871,22.48,0.039,0.892,0.081,22365.01
2000,42.138,326.974,22.799,0.101,0.935,0.108,22367.0
2001,84.374,330.38,22.21,0.069,1.467,0.105,22368.0
2002,129.452,327.289,21.157,0.044,0.776,0.045,22369.0
2003,521.093,327.083,20.858,0.047,0.755,0.063,22374.0
2004,565.302,327.153,21.664,0.085,0.851,0.089,22375.0
2005,608.917,326.807,24.851,0.152,1.432,0.207,22376.0
2006,328.324,327.454,24.159,0.126,1.389,0.162,22380.0
2007,28.752,329.446,22.54,0.038,0.939,0.051,22385.0
2008,261.069,329.051,23.246,0.075,1.083,0.169,22387.0
2009,470.258,329.086,20.153,0.011,0.715,0.019,22388.0
2010,473.594,332.995,20.028,0.006,0.712,0.01,22388.01
2011,473.944,339.398,21.815,0.036,0.883,0.073,22388.02
2012,470.497,341.653,25.121,0.0,2.179,0.127,22388.03
2013,161.117,330.073,22.444,0.098,0.918,0.109,22393.0
2014,180.296,330.177,23.111,0.095,1.213,0.125,22394.0
2015,184.616,331.777,21.43,0.006,0.801,0.027,22394.01
2016,302.357,330.303,23.256,0.146,1.16,0.176,22397.0
2017,298.038,332.879,22.638,0.081,1.019,0.098,22397.01
2018,304.97,332.526,21.983,0.063,1.978,0.065,22397.02
2019,299.944,336.105,22.289,0.035,0.934,0.037,22397.03
2020,302.654,338.212,21.896,0.06,0.901,0.064,22397.04
2021,300.609,340.25,22.614,0.083,0.905,0.096,22397.05
2022,409.492,330.029,23.273,0.039,1.005,0.067,22399.0
2023,432.956,330.553,22.574,0.035,1.038,0.268,22400.0
2024,237.599,330.769,23.081,0.092,1.09,0.134,22406.0
2025,505.464,331.527,23.97,0.183,1.292,0.19,22408.0
2026,247.24,331.817,21.949,0.021,0.834,0.025,22411.0
2027,243.979,336.662,20.671,0.018,0.712,0.031,22411.01
2028,385.167,332.023,24.556,0.196,1.27,0.318,22412.0
2029,592.69,331.522,18.274,0.012,0.966,0.014,22413.0
2030,116.25,332.655,23.743,0.095,1.353,0.112,22415.0
2031,325.459,332.491,21.99,0.053,1.11,0.057,22419.0
2032,424.644,333.174,20.727,0.043,0.802,0.048,22421.0
2033,662.593,332.581,22.198,0.017,0.898,0.029,22423.0
2034,121.275,334.253,23.037,0.058,1.066,0.069,22426.0
2035,125.124,335.109,24.174,0.182,1.248,0.234,22426.01
2036,128.652,336.514,24.064,0.138,1.209,0.163,22426.02
2037,199.02,334.04,23.691,0.063,1.25,0.124,22427.0
2038,332.261,333.964,21.871,0.084,0.855,0.092,22428.0
2039,341.08,334.073,23.599,0.216,1.125,0.231,22429.0
2040,448.611,334.16,22.533,0.048,0.94,0.063,22430.0
2041,451.906,336.916,24.766,0.17,1.25,0.235,22430.01
2042,613.406,334.003,22.3,0.042,0.9,0.063,22431.0
2043,681.129,334.02,22.654,0.105,1.004,0.121,22432.0
2044,254.07,335.018,23.889,0.15,1.218,0.198,22435.0
2045,256.73,335.394,20.725,0.01,0.731,0.021,22435.01
2046,69.154,335.672,21.931,0.073,1.03,0.084,22437.0
2047,151.5,335.909,19.4,0.019,0.795,0.03,22439.0
2048,188.747,335.934,24.156,0.128,1.152,0.236,22440.0
2049,186.096,338.056,24.378,0.107,1.153,0.194,22440.01
2050,379.971,336.197,24.077,0.221,1.229,0.26,22443.0
2051,438.964,336.267,22.736,0.056,1.076,0.067,22444.0
2052,437.467,338.557,21.539,0.028,0.788,0.04,22444.01
2053,440.975,341.95,20.002,0.013,0.715,0.015,22444.02
2054,432.704,339.808,23.222,0.067,1.05,0.073,22444.03
2055,441.734,345.603,20.745,0.033,0.787,0.036,22444.04
2056,443.702,340.147,20.977,0.018,0.752,0.033,22444.05
2057,372.742,337.29,22.585,0.086,1.025,0.102,22450.0
2058,514.248,336.785,23.047,0.156,1.085,0.175,22453.0
2059,516.183,340.035,22.004,0.065,0.904,0.073,22453.01
2060,732.679,336.772,20.52,0.015,0.726,0.021,22454.0
2061,731.092,344.095,21.465,0.375,0.731,0.375,22454.01
2062,725.744,346.119,22.387,0.053,0.929,0.068,22454.02
2063,727.96,346.3,23.866,0.137,1.316,0.165,22454.03
2064,210.044,338.037,24.761,0.232,1.304,0.249,22457.0
2065,210.937,339.976,24.23,0.164,1.388,0.188,22457.01
2066,464.023,337.917,20.923,0.018,0.72,0.025,22459.0
2067,462.573,337.057,21.52,0.051,0.806,0.085,22459.01
2068,489.263,338.196,23.607,0.279,1.243,0.306,22460.0
2069,647.71,338.469,23.971,0.128,1.241,0.151,22461.0
2070,28.116,339.097,20.215,0.014,0.715,0.02,22465.0
2071,665.701,339.099,21.018,0.067,0.721,0.075,22469.0
2072,195.029,340.364,22.638,0.04,0.905,0.134,22471.0
2073,193.003,343.231,24.666,0.296,1.447,0.306,22471.01
2074,417.669,339.932,24.59,0.089,1.286,0.187,22475.0
2075,628.819,339.625,23.485,0.096,1.036,0.132,22479.0
2076,628.545,342.111,24.37,0.087,1.341,0.241,22479.01
2077,632.941,342.157,23.598,0.128,1.168,0.17,22479.02
2078,529.468,340.774,24.112,0.187,1.341,0.274,22481.0
2079,61.825,342.182,23.617,0.1,0.989,0.169,22484.0
2080,292.104,342.485,23.019,0.116,0.745,0.165,22486.0
2081,293.47,344.206,21.815,0.168,0.671,0.244,22486.01
2082,293.039,347.415,24.565,0.0,1.118,0.017,22486.02
2083,335.071,342.176,20.961,0.044,0.757,0.05,22487.0
2084,72.402,342.493,24.133,0.218,1.073,0.24,22492.0
2085,139.856,342.731,21.582,0.021,0.793,0.034,22494.0
2086,371.342,343.243,24.747,0.095,1.557,0.213,22496.0
2087,585.573,342.543,19.578,0.02,0.788,0.025,22498.0
2088,587.116,343.754,20.92,0.03,0.754,0.055,22498.01
2089,618.205,342.886,20.309,0.011,0.687,0.025,22499.0
2090,150.499,343.64,22.17,0.024,0.806,0.175,22500.0
2091,168.709,343.608,21.058,0.018,0.772,0.025,22501.0
2092,227.883,344.254,20.988,0.042,0.767,0.055,22502.0
2093,226.811,345.684,20.579,0.048,0.708,0.055,22502.01
2094,233.407,347.195,20.796,0.057,0.727,0.062,22502.02
2095,222.279,350.455,20.433,0.038,0.718,0.046,22502.03
2096,225.633,353.998,21.242,0.047,0.791,0.076,22502.04
2097,229.312,353.102,22.008,0.075,0.865,0.081,22502.05
2098,276.201,343.564,24.105,0.179,1.166,0.211,22503.0
2099,602.744,344.044,20.725,0.013,0.739,0.023,22506.0
2100,604.71,347.374,21.58,0.02,0.78,0.027,22506.01
2101,200.081,345.053,24.446,0.153,1.359,0.175,22510.0
2102,356.263,345.413,23.241,0.173,1.151,0.242,22511.0
2103,388.557,345.157,20.87,0.036,0.745,0.046,22512.0
2104,386.196,347.221,20.277,0.028,0.696,0.033,22512.01
2105,695.944,344.715,23.416,0.081,1.081,0.123,22513.0
2106,178.921,345.888,22.918,0.037,0.939,0.098,22515.0
2107,458.738,345.76,22.352,0.057,0.882,0.07,22520.0
2108,551.895,346.085,21.074,0.02,0.764,0.029,22521.0
2109,113.499,347.18,22.885,0.049,0.981,0.058,22524.0
2110,118.092,350.75,21.333,0.018,0.773,0.035,22524.01
2111,144.742,346.699,23.399,0.073,1.05,0.098,22525.0
2112,350.841,346.893,22.748,0.097,1.028,0.108,22527.0
2113,347.741,351.528,19.408,0.011,0.83,0.014,22527.01
2114,568.054,347.253,21.317,0.043,0.81,0.061,22529.0
2115,64.848,347.979,24.24,0.189,1.344,0.194,22531.0
2116,128.525,348.156,20.114,0.017,0.731,0.083,22532.0
2117,302.774,348.189,20.096,0.014,0.698,0.029,22533.0
2118,500.893,347.898,23.815,0.082,1.023,0.225,22535.0
2119,253.097,348.297,20.016,0.022,0.717,0.03,22537.0
2120,45.23,350.366,24.644,0.21,1.361,0.233,22538.0
2121,41.748,352.943,23.82,0.072,1.237,0.113,22538.01
2122,44.445,355.683,22.144,0.037,1.05,0.049,22538.02
2123,76.338,349.499,24.707,0.161,1.439,0.395,22539.0
2124,155.368,349.778,23.683,0.098,1.072,0.157,22540.0
2125,319.884,349.717,24.436,0.235,1.397,0.262,22543.0
2126,316.331,352.427,19.97,0.018,0.714,0.022,22543.01
2127,320.003,352.33,24.877,0.112,1.144,0.222,22543.02
2128,482.146,352.081,22.042,0.093,0.946,0.256,22552.0
2129,669.763,352.351,19.76,0.013,0.755,0.021,22553.0
2130,667.662,350.645,21.458,0.038,0.765,0.055,22553.01
2131,24.124,353.365,23.393,0.119,1.061,0.149,22554.0
2132,170.57,352.739,21.963,0.065,0.825,0.085,22556.0
2133,636.009,353.301,23.392,0.149,1.081,0.17,22558.0
2134,702.262,352.845,24.634,0.379,1.516,0.415,22559.0
2135,722.341,352.769,22.428,0.099,1.032,0.11,22560.0
2136,718.774,357.988,20.663,0.01,0.725,0.017,22560.01
2137,134.138,354.46,23.256,0.042,1.037,0.107,22562.0
2138,308.419,354.105,21.189,0.013,0.779,0.03,22564.0
2139,330.147,353.757,22.229,0.155,0.917,0.171,22565.0
2140,457.609,353.778,21.326,0.031,0.737,0.054,22566.0
2141,461.04,353.163,19.498,0.009,0.815,0.023,22566.01
2142,564.358,353.703,24.032,0.117,1.286,0.151,22568.0
2143,561.617,360.076,20.37,0.011,0.711,0.019,22568.01
2144,648.002,353.48,22.254,0.025,0.921,0.031,22569.0
2145,193.88,355.112,22.497,0.071,0.975,0.073,22571.0
2146,192.364,359.662,22.288,0.053,0.946,0.062,22571.01
2147,193.961,357.492,25.217,0.253,1.67,0.309,22571.02
2148,278.284,355.3,21.58,0.069,0.893,0.09,22572.0
2149,274.896,356.201,23.87,0.125,1.193,0.128,22572.01
2150,277.402,359.005,21.876,0.016,0.835,0.021,22572.02
2151,553.428,354.898,24.455,0.053,1.53,0.095,22573.0
2152,554.033,358.212,21.102,0.037,0.778,0.043,22573.01
2153,580.074,354.528,20.806,0.04,0.761,0.053,22574.0
2154,600.682,355.779,22.011,0.04,0.872,0.047,22578.0
2155,606.169,358.666,21.367,0.019,0.778,0.035,22578.01
2156,259.967,357.261,23.303,0.073,1.022,0.09,22582.0
2157,257.34,360.292,23.802,0.119,1.201,0.174,22582.01
2158,255.264,363.02,21.886,0.051,0.874,0.062,22582.02
2159,256.684,366.182,19.92,0.016,0.72,0.023,22582.03
2160,259.659,371.881,22.769,0.511,0.946,0.516,22582.04
2161,256.924,373.978,25.487,0.404,1.78,0.446,22582.05
2162,468.97,357.457,23.926,0.155,1.192,0.29,22583.0
2163,513.116,356.76,21.993,0.041,0.844,0.074,22584.0
2164,517.935,361.183,21.359,0.025,0.847,0.061,22584.01
2165,545.852,356.838,20.875,0.012,0.75,0.029,22585.0
2166,612.775,356.724,23.189,0.099,1.119,0.115,22586.0
2167,85.913,358.161,22.744,0.118,0.933,0.155,22588.0
2168,368.194,358.042,21.123,0.028,0.763,0.036,22589.0
2169,48.987,358.836,22.802,0.043,0.947,0.108,22593.0
2170,129.866,358.8,22.584,0.029,0.902,0.154,22594.0
2171,334.778,359.159,22.314,0.052,0.846,0.179,22597.0
2172,356.906,358.848,22.513,0.089,0.945,0.123,22598.0
2173,289.164,360.385,22.01,0.045,0.814,0.051,22603.0
2174,424.133,360.298,21.609,0.026,0.794,0.063,22604.0
2175,429.418,359.843,21.586,0.024,0.779,0.049,22604.01
2176,450.813,359.839,23.882,0.123,1.321,0.136,22606.0
2177,632.603,359.854,22.473,0.027,0.974,0.045,22608.0
2178,69.2,361.275,23.69,0.078,1.263,0.093,22610.01
2179,694.258,360.997,23.238,0.048,1.035,0.126,22614.0
2180,695.839,364.614,23.017,0.033,1.67,0.039,22614.01
2181,413.288,361.851,21.306,0.031,0.787,0.037,22615.0
2182,415.571,365.169,23.473,0.043,1.104,0.097,22615.01
2183,203.26,362.884,24.68,0.205,1.329,0.236,22617.0
2184,306.363,363.008,23.025,0.077,1.134,0.096,22619.0
2185,304.025,364.789,21.274,0.025,0.827,0.04,22619.01
2186,373.772,363.025,23.083,0.084,1.081,0.102,22620.0
2187,482.919,363.033,22.715,0.049,1.013,0.067,22621.0
2188,488.289,366.208,21.373,0.043,0.814,0.049,22621.01
2189,487.987,370.037,19.805,0.016,0.733,0.021,22621.02
2190,348.451,364.472,23.073,0.036,1.027,0.048,22625.0
2191,21.951,364.983,19.779,0.017,0.732,0.024,22627.0
2192,313.128,365.41,19.952,0.007,0.618,0.045,22629.0
2193,513.308,364.988,23.939,0.166,1.284,0.223,22631.0
2194,590.227,365.191,24.145,0.145,1.142,0.238,22632.0
2195,33.646,365.548,23.958,0.056,1.175,0.147,22636.0
2196,174.944,365.895,19.512,0.014,0.817,0.043,22637.0
2197,446.414,366.034,22.818,0.048,0.938,0.061,22639.0
2198,444.921,368.416,23.332,0.105,0.979,0.128,22639.01
2199,661.527,366.104,24.619,0.133,1.045,0.269,22641.0
2200,708.285,366.225,23.893,0.089,1.163,0.118,22643.0
2201,130.762,366.988,21.424,0.018,0.755,0.094,22646.0
2202,125.99,368.641,22.846,0.044,1.106,0.066,22646.01
2203,249.463,367.398,24.099,0.1,1.166,0.202,22647.0
2204,609.952,366.923,24.766,0.329,1.387,0.35,22648.0
2205,603.558,367.771,19.21,0.007,0.885,0.014,22648.01
2206,629.901,367.171,22.502,0.048,0.941,0.062,22649.0
2207,632.256,372.142,24.362,0.255,1.411,0.296,22649.01
2208,65.464,368.428,20.934,0.019,0.704,0.037,22651.0
2209,68.012,367.784,20.786,0.021,0.716,0.034,22651.01
2210,61.042,371.924,21.477,0.014,0.847,0.249,22651.02
2211,72.92,370.31,23.76,0.117,1.057,0.13,22651.03
2212,58.203,372.815,23.427,0.145,1.007,0.198,22651.04
2213,198.239,368.16,22.465,0.048,1.007,0.06,22653.0
2214,235.731,367.631,24.151,0.116,1.216,0.12,22654.0
2215,276.067,368.376,24.723,0.166,1.46,0.227,22655.0
2216,384.583,367.667,23.581,0.091,1.053,0.148,22656.0
2217,289.799,370.933,20.966,0.018,0.764,0.03,22660.01
2218,301.572,374.804,20.515,0.017,0.728,0.03,22660.02
2219,291.247,375.817,18.583,0.106,0.717,0.221,22660.03
2220,404.169,368.497,21.577,0.045,0.82,0.048,22661.0
2221,655.075,368.691,23.592,0.099,1.104,0.135,22662.0
2222,653.813,371.191,22.085,0.03,0.847,0.042,22662.01
2223,108.505,369.969,23.078,0.068,0.978,0.092,22664.0
2224,117.293,369.749,23.569,0.116,1.091,0.127,22665.0
2225,163.76,370.291,22.606,0.065,1.764,0.08,22666.0
2226,218.897,369.947,21.659,0.019,0.788,0.03,22667.0
2227,392.647,370.861,21.193,0.024,0.774,0.028,22670.0
2228,661.308,371.314,23.338,0.084,0.969,0.124,22673.0
2229,338.021,372.115,23.05,0.07,0.981,0.096,22678.0
2230,83.992,372.934,23.527,0.106,1.035,0.192,22681.0
2231,81.767,375.897,23.614,0.099,2.597,0.109,22681.01
2232,98.78,372.841,21.289,0.053,0.804,0.054,22682.0
2233,100.385,374.65,22.709,0.063,0.949,0.072,22682.01
2234,360.837,373.411,24.318,0.183,1.357,0.199,22683.0
2235,435.497,372.932,20.591,0.016,0.749,0.08,22684.0
2236,328.403,373.596,20.688,0.015,0.748,0.024,22690.0
2237,325.743,379.186,21.654,0.051,0.892,0.054,22690.01
2238,369.153,373.929,23.165,0.06,1.063,0.101,22691.0
2239,373.738,374.003,22.769,0.046,1.044,0.084,22692.0
2240,505.735,373.861,23.414,0.123,1.182,0.128,22694.0
2241,104.801,374.545,24.417,0.231,1.427,0.263,22698.0
2242,140.947,375.061,23.007,0.097,1.158,0.228,22699.0
2243,179.115,374.794,23.937,0.211,1.304,0.223,22700.0
2244,175.18,377.335,21.814,0.032,0.91,0.101,22700.01
2245,210.072,375.116,24.592,0.323,1.463,0.336,22701.0
2246,236.38,374.889,23.546,0.107,1.075,0.125,22702.0
2247,66.441,375.6,23.936,0.184,1.262,0.197,22705.0
2248,66.597,379.557,24.282,0.123,1.448,0.148,22705.01
2249,356.234,376.164,22.887,0.154,0.9,0.238,22708.0
2250,477.159,378.324,19.919,0.031,0.718,0.037,22709.0
2251,472.813,381.356,21.078,0.036,0.774,0.044,22709.01
2252,473.555,383.21,22.635,0.122,1.664,0.127,22709.02
2253,45.836,376.45,21.155,0.035,0.837,0.041,22710.0
2254,184.33,376.813,24.46,0.105,1.468,0.164,22712.0
2255,567.856,377.238,22.655,0.06,1.019,0.063,22714.0
2256,571.517,379.832,21.913,0.041,0.876,0.048,22714.01
2257,573.876,384.762,22.287,0.051,0.864,0.059,22714.02
2258,648.268,376.796,24.062,0.196,1.234,0.212,22715.0
2259,31.806,377.57,21.822,0.055,0.831,0.068,22718.0
2260,34.686,379.361,23.135,0.171,1.113,0.209,22718.01
2261,203.437,377.504,22.495,0.077,0.968,0.081,22719.0
2262,269.752,378.317,23.274,0.101,1.17,0.104,22720.0
2263,269.946,381.901,23.132,0.082,1.053,0.098,22720.01
2264,407.106,378.13,22.242,0.063,0.904,0.071,22721.0
2265,461.902,385.281,20.983,0.024,0.753,0.039,22723.03
2266,26.42,379.372,21.592,0.029,0.796,0.044,22725.0
2267,21.246,379.95,21.735,0.048,1.261,0.062,22725.01
2268,154.826,379.604,22.451,0.035,0.946,0.082,22736.0
2269,338.81,383.056,22.69,0.032,1.019,0.064,22737.01
2270,336.053,381.597,24.185,0.159,1.329,0.223,22737.03
2271,525.69,379.382,18.324,0.006,0.904,0.012,22738.0
2272,520.83,382.542,24.036,0.19,1.275,0.249,22738.01
2273,517.021,384.208,20.994,0.019,0.77,0.031,22738.02
2274,534.283,383.622,23.826,0.12,1.237,0.155,22738.03
2275,683.845,380.465,22.512,0.077,1.002,0.102,22740.0
2276,686.394,380.466,22.291,0.038,0.927,0.059,22740.01
2277,743.359,380.213,21.483,0.019,0.759,0.041,22742.0
2278,359.696,380.916,24.384,0.218,1.379,0.233,22746.0
2279,415.398,380.829,23.862,0.124,0.926,0.213,22747.0
2280,493.816,380.824,21.019,0.071,0.745,0.099,22750.0
2281,699.338,380.64,22.555,0.074,1.019,0.114,22751.0
2282,696.481,381.517,20.826,0.03,0.816,0.039,22751.01
2283,73.103,381.496,24.405,0.207,1.239,0.244,22752.0
2284,73.147,384.165,23.69,0.124,1.185,0.134,22752.01
2285,500.953,381.985,24.486,0.215,1.419,0.218,22755.0
2286,596.569,382.103,22.099,0.031,0.857,0.055,22756.0
2287,597.988,386.885,22.275,0.099,0.985,0.113,22756.01
2288,603.55,385.011,20.698,0.026,0.704,0.033,22756.02
2289,611.132,382.192,21.864,0.046,0.827,0.067,22757.0
2290,634.347,383.258,24.061,0.096,1.366,0.111,22763.0
2291,633.959,385.695,23.252,0.047,1.238,0.067,22763.01
2292,68.085,383.939,22.955,0.032,1.041,0.055,22765.0
2293,203.383,384.31,22.363,0.051,0.938,0.062,22767.0
2294,209.366,386.748,20.506,0.107,0.736,0.113,22767.01
2295,204.232,389.278,23.816,0.131,2.335,0.146,22767.02
2296,206.387,392.796,19.568,0.176,0.793,0.202,22767.03
2297,211.089,397.127,21.853,0.039,0.858,0.049,22767.04
2298,201.09,397.794,20.796,0.031,0.725,0.033,22767.05
2299,216.891,399.199,21.675,0.015,0.842,0.027,22767.07
2300,203.119,403.002,24.093,0.107,1.394,0.146,22767.08
2301,219.279,400.586,24.693,0.282,1.323,0.308,22767.09
2302,374.858,384.067,24.818,0.162,1.459,0.184,22768.0
2303,510.358,384.048,23.757,0.13,1.092,0.205,22769.0
2304,651.094,383.914,21.915,0.023,0.959,0.027,22772.0
2305,652.895,385.547,23.98,0.127,1.276,0.161,22772.01
2306,118.16,385.17,24.379,0.165,1.185,0.206,22774.0
2307,115.14,388.212,21.62,0.038,0.808,0.048,22774.01
2308,249.806,385.082,22.084,0.029,0.864,0.035,22775.0
2309,367.155,385.109,24.076,0.176,1.087,0.205,22776.0
2310,385.04,385.156,23.06,0.084,1.059,0.104,22777.0
2311,385.061,389.203,22.548,0.041,0.91,0.066,22777.01
2312,390.995,387.962,21.878,0.046,0.831,0.051,22777.02
2313,404.743,384.513,22.454,0.037,0.924,0.046,22778.0
2314,403.142,387.604,24.615,0.142,1.353,0.232,22778.01
2315,406.071,390.236,20.744,0.019,0.794,0.033,22778.02
2316,409.412,395.936,20.708,0.019,0.72,0.02,22778.03
2317,435.259,384.898,21.6,0.036,0.865,0.073,22779.0
2318,412.77,386.123,23.117,0.087,0.927,0.103,22784.0
2319,488.174,387.343,23.278,0.078,1.051,0.176,22789.0
2320,544.299,387.405,21.668,0.033,0.83,0.052,22790.0
2321,712.844,387.236,22.433,0.107,0.924,0.109,22792.0
2322,50.647,387.956,23.308,0.083,1.238,0.105,22793.0
2323,157.103,387.963,20.125,0.01,0.683,0.016,22795.0
2324,164.295,393.709,21.274,0.05,0.762,0.055,22795.02
2325,163.688,395.836,21.13,0.071,0.741,0.087,22795.03
2326,167.053,395.487,21.987,0.083,0.871,0.108,22795.04
2327,425.945,387.675,22.49,0.055,1.011,0.075,22798.0
2328,675.692,388.194,24.594,0.386,1.335,0.453,22799.0
2329,678.151,389.542,22.965,0.069,1.027,0.14,22799.01
2330,59.497,388.665,21.287,0.04,0.753,0.059,22800.0
2331,63.0,391.188,21.117,0.026,0.736,0.052,22800.01
2332,94.887,389.309,22.354,0.12,1.057,0.182,22801.0
2333,298.73,388.517,20.854,0.228,0.825,0.231,22803.0
2334,312.151,389.441,23.044,0.198,1.038,0.202,22804.0
2335,315.199,393.794,20.647,0.032,0.749,0.036,22804.01
2336,310.155,395.96,23.444,0.179,1.252,0.192,22804.02
2337,354.133,389.263,23.031,0.079,0.952,0.115,22805.0
2338,643.742,388.582,21.464,0.082,0.852,0.092,22807.0
2339,46.037,389.986,24.431,0.278,1.451,0.288,22809.0
2340,46.927,394.295,21.622,0.032,0.799,0.037,22809.01
2341,51.047,394.789,21.769,0.032,0.84,0.05,22809.02
2342,138.53,389.797,22.465,0.02,0.908,0.056,22810.0
2343,330.677,389.717,24.406,0.048,1.208,0.1,22812.0
2344,85.365,390.783,20.198,0.007,0.704,0.014,22817.0
2345,80.045,392.887,21.267,0.022,0.848,0.026,22817.01
2346,245.448,390.711,21.677,0.024,0.882,0.051,22819.0
2347,246.235,396.295,22.228,0.025,0.859,0.046,22819.01
2348,258.286,391.099,20.986,0.024,0.73,0.033,22820.0
2349,258.86,396.782,22.273,0.044,0.898,0.051,22820.01
2350,507.662,391.149,23.852,0.105,1.175,0.133,22821.0
2351,558.037,391.374,23.764,0.031,1.337,0.083,22822.0
2352,692.551,391.182,21.653,0.029,0.801,0.046,22823.0
2353,689.426,391.534,23.575,0.067,1.016,0.1,22823.01
2354,69.799,392.063,21.841,0.024,0.821,0.044,22824.0
2355,69.447,396.816,23.528,0.1,1.029,0.143,22824.01
2356,67.637,400.167,24.024,0.086,1.251,0.144,22824.02
2357,277.941,396.872,20.979,0.026,0.724,0.036,22825.01
2358,288.765,391.528,22.737,0.042,0.931,0.049,22826.0
2359,288.132,394.493,24.025,0.137,1.131,0.148,22826.01
2360,744.897,391.828,23.922,0.1,1.407,0.139,22828.0
2361,229.576,392.978,19.671,0.117,0.674,0.118,22831.0
2362,436.59,392.983,23.045,0.086,1.292,0.095,22832.0
2363,467.947,393.071,23.025,0.09,1.063,0.116,22833.0
2364,600.266,392.604,22.934,0.099,0.996,0.114,22834.0
2365,666.114,392.895,20.932,0.08,0.81,0.097,22835.0
2366,538.762,393.865,24.951,0.287,1.577,0.324,22839.0
