recno,xpos,ypos,Vmag,e_Vmag,V-I,e_V-I,B-V,e_B-V,ID
1749,561.323,610.343,21.013,0.052,0.824,0.1,0.62,0.073,9174.0
1750,702.717,631.461,16.958,0.007,0.213,0.016,0.074,0.009,9178.0
1751,636.057,655.249,20.223,0.022,0.727,0.033,0.347,0.056,9181.0
1752,573.324,681.903,18.797,0.043,0.787,0.047,0.8,0.045,9186.0
1753,527.972,689.844,18.037,0.024,0.747,0.031,0.595,0.038,9187.0
1754,680.029,712.948,17.229,0.026,1.277,0.032,1.052,0.061,9192.0
1755,640.237,742.757,19.922,0.038,0.611,0.068,0.401,0.058,9196.0
1756,422.547,374.493,19.305,0.05,0.551,0.077,0.476,0.065,9247.0
1757,580.329,389.118,20.382,0.037,0.731,0.07,0.507,0.048,9248.0
1758,394.635,404.568,21.171,0.074,0.78,0.12,0.676,0.095,9249.0
1759,485.579,408.155,20.482,0.073,0.558,0.109,0.493,0.097,9250.0
1760,757.266,408.968,20.077,0.044,0.56,0.085,0.376,0.065,9251.0
1761,369.286,411.689,20.128,0.07,0.476,0.096,0.466,0.091,9252.0
1762,707.622,423.466,19.491,0.062,0.392,0.098,0.512,0.079,9254.0
1763,528.658,430.436,18.432,0.033,0.747,0.047,0.589,0.049,9255.0
1764,651.872,434.102,19.212,0.101,0.645,0.117,0.791,0.108,9256.0
1765,388.848,439.713,19.905,0.023,0.723,0.044,0.347,0.05,9257.0
1766,645.394,450.387,19.239,0.023,0.344,0.04,0.254,0.03,9258.0
1767,634.743,457.169,17.833,0.018,0.92,0.029,0.593,0.038,9259.0
1768,577.992,459.013,20.408,0.031,0.667,0.055,0.504,0.046,9260.0
1769,426.799,483.379,18.473,0.018,1.454,0.103,0.956,0.03,9262.0
1770,497.04,525.597,21.925,0.078,1.202,0.118,1.622,0.244,9265.0
1771,648.368,527.719,19.59,0.062,0.66,0.094,0.53,0.072,9266.0
1772,463.354,529.348,19.701,0.055,0.752,0.095,0.519,0.074,9267.0
1773,477.978,570.417,19.945,0.036,0.575,0.042,0.418,0.049,9275.0
1774,546.5,575.384,19.645,0.044,0.623,0.075,0.502,0.064,9277.0
1775,549.043,577.458,20.404,0.071,0.761,0.088,0.42,0.095,9278.0
1776,487.091,607.141,19.209,0.028,0.783,0.055,0.526,0.038,9289.0
1777,717.096,632.923,19.95,0.058,0.566,0.075,0.446,0.078,9291.0
1778,515.118,693.751,20.132,0.044,0.742,0.06,0.632,0.046,9297.0
1779,566.696,743.136,21.341,0.076,0.831,0.116,0.675,0.121,9302.0
1780,417.917,418.996,20.586,0.059,0.605,0.086,0.418,0.081,9320.0
1781,456.858,419.023,20.039,0.051,0.63,0.097,0.48,0.071,9321.0
1782,620.097,436.332,19.723,0.072,0.387,0.091,0.565,0.096,9322.0
1783,679.443,438.287,21.352,0.079,0.751,0.119,0.593,0.114,9323.0
1784,422.157,454.98,19.505,0.062,0.489,0.103,0.498,0.078,9325.0
1785,382.696,483.35,19.549,0.061,0.666,0.122,0.439,0.082,9327.0
1786,526.583,503.969,19.381,0.045,0.636,0.077,0.509,0.06,9329.0
1787,502.98,603.375,19.47,0.061,0.571,0.098,0.475,0.09,9334.0
1788,457.041,345.593,19.78,0.056,0.575,0.092,0.556,0.075,9346.0
1789,535.96,402.069,18.815,0.032,0.862,0.056,0.613,0.047,9347.0
1790,433.451,407.2,18.489,0.036,0.699,0.075,0.444,0.051,9348.0
1791,602.168,422.859,18.446,0.025,0.836,0.04,0.635,0.037,9349.0
1792,626.269,511.778,19.768,0.026,0.69,0.044,0.523,0.035,9351.0
1793,663.678,770.009,19.714,0.057,0.45,0.087,0.479,0.076,9358.0
1794,569.43,479.53,18.973,0.07,0.603,0.135,0.431,0.089,9366.0
1795,614.233,504.984,19.755,0.06,0.173,0.097,0.439,0.083,9367.0
1796,597.505,624.051,19.525,0.076,0.589,0.127,-0.009,0.11,9369.0
1797,645.132,664.87,21.273,0.055,0.863,0.071,0.413,0.065,9370.0
1798,428.2,435.122,19.353,0.069,0.5,0.087,0.518,0.099,9376.0
1799,702.972,555.867,19.494,0.091,0.706,0.144,0.465,0.121,9378.0
1800,698.073,517.884,21.124,0.071,0.794,0.131,0.698,0.103,9388.0
1801,652.578,580.075,19.383,0.077,0.397,0.101,0.507,0.108,9389.0
1802,417.979,485.411,20.612,0.041,0.718,0.105,0.609,0.053,9393.0
1803,566.243,418.309,20.732,0.087,0.625,0.145,0.478,0.13,9395.0
1804,685.744,560.953,20.991,0.134,0.628,0.176,0.669,0.169,9397.0
1805,527.336,380.743,15.805,0.006,1.012,0.008,0.789,0.009,10018.0
1806,612.545,400.682,16.075,0.007,1.071,0.013,0.852,0.012,10021.0
1807,516.309,421.896,16.086,0.003,1.083,0.007,0.885,0.004,10022.0
1808,431.397,441.239,15.726,0.002,1.119,0.006,0.904,0.004,10023.0
1809,410.645,447.477,16.021,0.004,1.094,0.011,0.891,0.005,10024.0
1810,535.681,454.811,15.876,0.004,0.893,0.009,0.646,0.005,10026.0
1811,374.009,470.574,16.105,0.005,0.966,0.009,0.722,0.007,10028.0
1812,738.032,478.955,15.98,0.004,0.989,0.008,0.764,0.006,10029.0
1813,457.504,509.56,15.834,0.004,1.083,0.009,0.888,0.007,10030.0
1814,455.892,555.082,16.1,0.002,1.083,0.006,0.857,0.004,10033.0
1815,733.505,564.782,15.853,0.005,1.039,0.009,0.802,0.005,10034.0
1816,464.264,567.526,15.779,0.004,0.891,0.008,0.633,0.006,10035.0
1817,620.409,576.299,15.988,0.003,1.105,0.009,0.897,0.004,10036.0
1818,609.377,578.939,16.079,0.004,1.095,0.008,0.877,0.005,10037.0
1819,539.059,650.429,15.769,0.003,1.047,0.008,0.811,0.004,10040.0
1820,519.342,670.852,15.747,0.004,0.805,0.008,0.627,0.005,10041.0
1821,527.271,722.029,16.031,0.004,1.096,0.008,0.878,0.004,10043.0
1822,558.112,748.989,15.939,0.005,1.123,0.009,0.906,0.006,10044.0
1823,614.865,760.398,15.79,0.004,1.132,0.009,0.923,0.004,10045.0
1824,566.469,529.765,16.063,0.019,0.911,0.027,0.705,0.025,10047.0
1825,661.157,418.717,15.953,0.025,1.047,0.028,0.845,0.041,10048.0
1826,863.452,7.614,15.102,0.007,1.195,0.02,1.039,0.008,1.0
1827,960.188,20.08,15.149,0.005,1.076,0.019,1.025,0.006,2.0
1828,560.985,31.564,14.54,0.003,0.678,0.019,0.56,0.004,3.0
1829,101.575,88.31,13.895,0.007,1.183,0.02,1.136,0.007,4.0
1830,969.584,155.643,13.94,0.004,1.385,0.019,1.286,0.006,5.0
1831,494.548,160.088,15.187,0.003,1.168,0.022,0.999,0.005,6.0
1832,435.251,197.9,15.171,0.004,1.014,0.017,0.899,0.005,7.0
1833,934.322,214.48,14.93,0.005,1.208,0.018,1.046,0.006,8.0
1834,533.168,220.844,14.956,0.004,0.833,0.019,0.725,0.005,9.0
1835,425.891,221.24,15.03,0.004,0.661,0.02,0.503,0.006,10.0
1836,633.54,229.625,15.644,0.006,1.123,0.021,0.937,0.007,11.0
1837,210.905,237.267,15.308,0.006,0.965,0.015,0.834,0.006,12.0
1838,275.793,253.879,14.976,0.004,1.198,0.017,1.042,0.006,13.0
1839,416.975,271.853,15.342,0.004,1.091,0.02,0.898,0.004,14.0
1840,592.954,305.169,13.44,0.006,0.742,0.019,0.617,0.007,15.0
1841,785.191,317.995,15.558,0.009,1.117,0.025,0.943,0.011,16.0
1842,624.451,351.87,15.273,0.007,0.793,0.021,0.635,0.008,17.0
1843,655.687,368.5,14.158,0.008,1.351,0.022,1.216,0.009,18.0
1844,959.699,370.999,14.839,0.009,1.237,0.025,1.068,0.009,19.0
1845,196.814,372.36,14.425,0.004,1.295,0.024,1.147,0.004,20.0
1846,253.187,378.899,14.615,0.004,1.278,0.015,1.096,0.005,21.0
1847,136.698,440.116,15.208,0.004,1.205,0.019,1.0,0.005,24.0
1848,323.939,452.548,15.44,0.005,1.092,0.017,0.863,0.006,25.0
1849,36.625,460.886,13.566,0.004,1.597,0.019,1.529,0.005,27.0
1850,66.105,465.652,15.184,0.005,1.198,0.017,1.002,0.006,28.0
1851,326.214,497.716,14.911,0.004,1.188,0.014,0.988,0.005,30.0
1852,308.55,505.978,14.533,0.005,1.285,0.018,1.117,0.006,31.0
1853,338.978,520.748,14.522,0.009,1.264,0.018,1.079,0.013,32.0
1854,389.356,526.122,13.736,0.006,1.464,0.016,1.397,0.007,33.0
1855,400.159,539.819,14.189,0.006,1.342,0.018,1.199,0.007,34.0
1856,338.146,567.013,14.198,0.006,1.328,0.018,1.175,0.006,37.0
1857,456.005,626.124,14.498,0.006,1.286,0.021,1.111,0.007,39.0
1858,211.136,638.983,14.814,0.004,1.128,0.016,0.911,0.005,40.0
1859,421.786,649.831,15.502,0.007,0.881,0.02,0.711,0.008,43.0
1860,352.87,655.888,14.663,0.006,1.277,0.017,1.085,0.007,44.0
1861,483.32,656.851,15.552,0.006,1.072,0.023,0.831,0.007,45.0
1862,469.306,660.144,15.389,0.006,1.164,0.022,0.955,0.007,46.0
1863,928.452,667.836,15.377,0.009,1.303,0.026,1.057,0.009,47.0
1864,178.308,691.617,14.873,0.003,0.994,0.021,0.884,0.004,48.0
1865,180.324,695.946,13.916,0.003,0.858,0.02,0.744,0.004,49.0
1866,43.759,701.476,15.412,0.003,1.15,0.02,0.969,0.004,50.0
1867,844.814,705.294,14.684,0.008,1.285,0.021,1.119,0.009,52.0
1868,153.089,707.417,14.724,0.004,0.818,0.02,0.708,0.005,53.0
1869,262.564,711.412,15.5,0.006,1.01,0.022,0.877,0.007,54.0
1870,413.938,714.01,15.069,0.005,1.177,0.022,0.974,0.007,55.0
1871,146.879,724.449,13.709,0.004,1.633,0.023,1.609,0.005,56.0
1872,327.51,746.117,14.819,0.006,1.251,0.024,1.062,0.007,58.0
1873,419.484,766.876,15.629,0.005,1.143,0.023,0.941,0.006,59.0
1874,199.578,769.184,15.47,0.005,1.101,0.024,0.862,0.005,60.0
1875,339.446,788.323,14.329,0.005,0.688,0.022,0.521,0.006,61.0
1876,345.524,796.38,14.861,0.006,1.236,0.02,1.054,0.007,62.0
1877,443.491,846.748,14.267,0.005,1.359,0.023,1.211,0.005,63.0
1878,285.663,847.324,15.28,0.005,1.655,0.023,1.377,0.006,64.0
1879,846.714,848.853,15.363,0.011,1.142,0.02,0.985,0.011,65.0
1880,891.441,849.594,15.115,0.007,0.86,0.02,0.741,0.008,66.0
1881,892.448,858.544,14.475,0.007,0.723,0.019,0.566,0.008,67.0
1882,61.96,876.952,15.502,0.007,1.106,0.018,0.857,0.008,68.0
1883,687.616,905.708,13.813,0.009,1.414,0.018,1.404,0.009,69.0
1884,989.316,929.967,14.45,0.007,0.703,0.019,0.532,0.008,70.0
1885,936.179,950.11,15.114,0.007,0.889,0.021,0.797,0.008,71.0
1886,858.294,957.262,15.457,0.008,1.156,0.022,0.946,0.009,72.0
1887,611.603,980.188,15.615,0.007,1.15,0.022,1.018,0.008,73.0
1888,341.466,557.349,15.684,0.032,1.068,0.111,1.025,0.041,75.0
1889,912.413,1008.48,12.569,0.009,-0.387,0.141,0.589,0.009,76.0
1890,756.549,3.268,16.881,0.004,0.151,0.01,0.021,0.039,86.0
1891,1009.39,5.157,21.317,0.027,0.757,0.045,0.652,0.046,88.0
1892,168.799,5.122,19.813,0.007,0.796,0.017,0.682,0.015,89.0
1893,929.414,5.786,21.882,0.038,1.016,0.057,0.607,0.061,90.0
1894,792.082,5.86,20.989,0.027,0.729,0.054,0.455,0.032,91.0
1895,162.441,5.925,19.448,0.008,0.763,0.017,0.542,0.011,92.0
1896,260.881,6.253,21.555,0.033,0.8,0.053,0.596,0.044,93.0
1897,605.799,6.437,20.124,0.01,0.696,0.02,0.471,0.013,94.0
1898,921.115,6.828,21.311,0.027,0.771,0.049,0.453,0.041,95.0
1899,228.846,6.575,19.939,0.009,0.659,0.017,0.466,0.012,96.0
1900,237.766,6.816,21.684,0.041,0.786,0.069,0.617,0.055,97.0
1901,681.125,6.998,21.688,0.034,0.748,0.054,0.61,0.045,98.0
1902,834.167,7.58,19.658,0.006,0.761,0.015,0.484,0.008,99.0
1903,478.63,7.93,21.17,0.02,0.756,0.039,0.152,0.122,100.0
1904,356.252,8.038,21.393,0.025,0.812,0.049,0.694,0.038,101.0
1905,796.674,8.656,19.454,0.008,0.78,0.016,0.551,0.011,102.0
1906,70.072,8.486,21.839,0.045,0.901,0.073,0.537,0.103,103.0
1907,457.012,8.947,20.897,0.02,0.735,0.034,0.527,0.027,104.0
1908,295.805,9.088,19.482,0.006,0.746,0.016,0.511,0.01,105.0
1909,200.253,9.341,21.663,0.031,0.801,0.048,0.63,0.048,106.0
1910,668.142,10.208,20.882,0.019,0.63,0.036,0.5,0.023,107.0
1911,402.346,10.477,21.144,0.019,0.76,0.036,0.476,0.025,108.0
1912,405.791,12.108,20.399,0.011,0.688,0.024,0.448,0.017,109.0
1913,437.583,11.449,22.117,0.045,1.016,0.07,0.636,0.07,110.0
1914,254.326,11.743,21.543,0.032,0.781,0.066,0.569,0.045,111.0
1915,765.712,12.046,21.131,0.025,0.68,0.038,0.549,0.032,112.0
1916,450.721,12.684,20.316,0.01,1.143,0.016,0.993,0.02,113.0
1917,454.506,13.114,20.191,0.012,0.693,0.024,0.486,0.015,114.0
1918,613.533,12.905,21.146,0.018,0.743,0.041,0.459,0.027,115.0
1919,549.425,13.177,18.01,0.007,0.727,0.011,0.537,0.01,116.0
1920,506.577,13.253,20.116,0.013,0.667,0.026,0.486,0.015,118.0
1921,625.594,14.068,21.937,0.04,0.884,0.063,0.457,0.053,120.0
1922,233.392,14.63,21.905,0.037,0.909,0.062,0.615,0.056,121.0
1923,259.307,14.9,18.374,0.006,0.928,0.012,0.722,0.007,122.0
1924,600.688,15.573,21.216,0.021,0.673,0.044,0.587,0.062,123.0
1925,197.038,17.114,21.227,0.018,0.761,0.039,0.631,0.031,124.0
1926,592.487,17.668,21.511,0.023,0.773,0.046,0.561,0.035,125.0
1927,786.729,17.927,20.47,0.015,0.716,0.026,0.44,0.02,126.0
1928,225.719,17.762,20.882,0.014,0.742,0.031,0.493,0.022,127.0
1929,435.931,17.947,21.964,0.041,0.855,0.064,0.676,0.056,128.0
1930,483.46,18.062,18.986,0.015,0.896,0.032,0.643,0.021,129.0
1931,719.704,18.129,19.665,0.007,0.917,0.014,0.782,0.011,130.0
1932,390.427,18.099,21.149,0.02,0.721,0.037,0.459,0.028,131.0
1933,757.98,18.17,21.072,0.019,0.814,0.032,0.692,0.031,132.0
1934,54.372,18.336,21.425,0.027,0.67,0.069,0.593,0.037,133.0
1935,403.24,20.822,21.202,0.024,0.679,0.055,0.567,0.031,134.0
1936,835.17,18.826,20.125,0.012,0.679,0.024,0.476,0.015,135.0
1937,395.209,18.919,20.906,0.017,0.755,0.035,0.519,0.023,136.0
1938,477.74,19.001,21.374,0.026,0.771,0.043,0.569,0.035,137.0
1939,795.591,19.812,19.382,0.009,0.794,0.016,0.581,0.013,138.0
1940,753.672,21.124,21.358,0.024,0.798,0.048,0.564,0.035,140.0
1941,817.128,21.519,21.254,0.028,0.715,0.042,0.588,0.035,141.0
1942,579.064,22.64,17.922,0.005,0.946,0.01,0.726,0.006,143.0
1943,681.042,23.333,20.754,0.014,0.684,0.029,0.541,0.018,145.0
1944,11.536,23.377,21.05,0.016,0.67,0.04,0.571,0.026,146.0
1945,421.095,23.587,19.843,0.013,0.729,0.029,0.465,0.026,147.0
1946,701.104,24.732,21.208,0.021,0.698,0.034,0.563,0.03,148.0
1947,655.202,24.777,21.247,0.024,0.749,0.043,0.511,0.035,149.0
1948,694.5,24.718,20.633,0.012,0.675,0.027,0.478,0.025,150.0
1949,40.943,24.82,21.804,0.031,0.836,0.065,0.647,0.049,151.0
1950,771.721,26.669,22.043,0.049,1.025,0.078,0.653,0.076,153.0
1951,240.953,26.609,21.411,0.032,0.641,0.057,0.618,0.042,154.0
1952,641.627,27.034,21.387,0.025,0.848,0.045,0.538,0.037,155.0
1953,669.394,27.209,21.732,0.03,0.782,0.061,0.498,0.042,156.0
1954,445.302,28.052,21.521,0.028,0.857,0.051,0.539,0.043,157.0
1955,508.894,28.178,21.003,0.025,0.682,0.041,0.551,0.033,158.0
1956,904.724,28.692,20.311,0.01,0.702,0.024,0.467,0.014,159.0
1957,518.218,28.772,21.375,0.025,0.811,0.042,0.453,0.035,160.0
1958,501.846,28.928,21.654,0.034,0.833,0.05,0.613,0.044,161.0
1959,990.799,29.984,16.837,0.005,0.823,0.013,0.695,0.006,162.0
1960,652.919,30.235,21.066,0.022,0.73,0.036,0.453,0.027,163.0
1961,320.807,30.25,19.443,0.017,0.706,0.029,0.512,0.023,164.0
1962,621.63,30.417,21.48,0.025,0.709,0.051,0.585,0.04,165.0
1963,835.565,30.688,20.877,0.019,0.73,0.036,0.465,0.025,166.0
1964,917.348,30.87,21.504,0.034,0.708,0.051,0.531,0.043,167.0
1965,881.661,31.96,20.086,0.01,0.668,0.021,0.489,0.013,170.0
1966,814.35,31.99,21.151,0.03,0.74,0.045,0.64,0.044,171.0
1967,479.433,32.677,19.446,0.007,0.766,0.012,0.562,0.009,172.0
1968,935.088,32.87,20.192,0.008,1.104,0.014,1.008,0.018,173.0
1969,388.221,34.349,19.913,0.01,0.674,0.02,0.474,0.012,174.0
1970,595.985,34.562,21.775,0.029,0.923,0.056,0.64,0.04,175.0
1971,225.773,35.112,21.35,0.023,0.824,0.053,0.573,0.029,176.0
1972,1012.45,35.255,21.653,0.034,0.881,0.053,0.522,0.051,177.0
1973,341.226,35.185,21.124,0.027,0.726,0.042,0.557,0.034,179.0
1974,712.788,35.87,17.966,0.005,1.048,0.011,0.973,0.007,180.0
1975,270.225,35.939,19.413,0.006,0.789,0.014,0.555,0.01,181.0
1976,285.947,36.194,20.721,0.018,0.678,0.032,0.509,0.022,182.0
1977,404.532,36.587,18.728,0.005,0.927,0.014,0.676,0.006,183.0
1978,604.131,37.057,19.624,0.007,0.716,0.013,0.491,0.01,184.0
1979,977.97,37.501,20.228,0.009,0.902,0.019,0.81,0.015,185.0
1980,918.981,38.089,21.294,0.022,0.737,0.047,0.597,0.035,187.0
1981,328.831,38.474,16.69,0.004,1.024,0.011,0.813,0.004,189.0
1982,788.388,38.905,21.477,0.028,0.806,0.055,0.689,0.05,190.0
1983,215.546,39.121,21.253,0.02,0.732,0.039,0.455,0.026,191.0
1984,800.176,39.501,21.01,0.017,0.702,0.034,0.515,0.026,192.0
1985,508.858,41.808,21.401,0.031,0.773,0.054,0.611,0.044,194.0
1986,443.43,42.331,21.368,0.026,0.764,0.046,0.515,0.036,195.0
1987,933.11,42.943,20.147,0.01,0.698,0.019,0.458,0.014,196.0
1988,211.846,42.679,20.224,0.009,0.657,0.026,0.516,0.013,197.0
1989,373.345,43.705,20.373,0.015,0.659,0.025,0.459,0.021,198.0
1990,875.187,43.906,21.557,0.027,1.27,0.04,1.072,0.054,199.0
1991,979.928,44.396,18.603,0.005,0.914,0.012,0.691,0.007,200.0
1992,342.18,44.366,21.263,0.049,1.726,0.085,1.122,0.067,202.0
1993,449.898,45.125,21.087,0.021,0.753,0.033,0.505,0.029,203.0
1994,784.4,45.329,21.621,0.027,0.867,0.055,0.516,0.037,204.0
1995,621.824,45.889,22.123,0.042,0.959,0.069,0.601,0.07,205.0
1996,549.215,45.67,20.646,0.016,0.936,0.022,0.719,0.023,206.0
1997,458.615,45.859,21.775,0.03,0.785,0.057,0.545,0.051,207.0
1998,704.694,46.494,19.72,0.007,0.717,0.016,0.5,0.01,208.0
1999,392.306,46.574,21.508,0.026,0.763,0.048,0.53,0.04,209.0
2000,419.19,47.147,20.775,0.013,0.684,0.027,0.479,0.018,210.0
2001,716.67,47.26,21.831,0.037,0.848,0.065,0.549,0.049,212.0
2002,482.506,47.826,20.506,0.013,0.655,0.023,0.543,0.018,213.0
2003,165.124,48.058,21.673,0.031,0.803,0.07,0.535,0.044,214.0
2004,809.764,48.585,21.675,0.031,0.774,0.063,0.688,0.047,215.0
2005,91.323,49.498,19.988,0.01,0.657,0.025,0.482,0.014,216.0
2006,260.401,50.022,21.143,0.021,0.723,0.041,0.489,0.028,217.0
2007,225.018,49.992,21.076,0.022,0.777,0.037,0.595,0.033,218.0
2008,467.878,50.637,19.823,0.007,0.702,0.014,0.451,0.011,220.0
2009,858.258,50.908,21.86,0.033,0.89,0.061,0.541,0.048,221.0
2010,202.327,51.514,21.668,0.027,0.962,0.045,0.843,0.047,223.0
2011,883.481,51.917,20.893,0.017,0.766,0.029,0.696,0.027,224.0
2012,629.643,52.022,19.343,0.006,0.822,0.012,0.593,0.008,225.0
2013,711.118,52.608,18.244,0.005,0.934,0.009,0.7,0.007,227.0
2014,382.542,52.899,21.371,0.023,0.735,0.047,0.538,0.032,229.0
2015,659.461,53.592,20.69,0.015,0.716,0.028,0.471,0.022,231.0
2016,51.539,53.512,19.631,0.01,0.691,0.019,0.52,0.013,232.0
2017,927.216,54.57,21.572,0.035,0.723,0.064,0.606,0.043,233.0
2018,302.806,54.623,20.709,0.021,0.681,0.037,0.474,0.024,234.0
2019,442.657,54.862,20.72,0.017,0.7,0.035,0.528,0.023,235.0
2020,551.845,55.707,20.975,0.021,0.703,0.045,0.532,0.033,238.0
2021,910.18,56.001,20.021,0.012,0.846,0.019,0.687,0.018,239.0
2022,529.385,56.059,19.415,0.007,0.802,0.013,0.569,0.009,240.0
2023,852.276,56.459,21.54,0.031,0.67,0.062,0.653,0.044,241.0
2024,511.186,56.403,21.633,0.031,0.817,0.06,0.569,0.043,242.0
2025,731.397,56.897,21.253,0.025,1.571,0.029,1.201,0.045,243.0
2026,725.406,57.166,21.763,0.033,0.76,0.058,0.701,0.047,244.0
2027,389.852,57.157,21.137,0.035,0.806,0.06,0.628,0.047,246.0
2028,456.356,57.29,20.279,0.013,0.652,0.026,0.498,0.018,247.0
2029,819.032,57.892,17.957,0.004,0.949,0.01,0.733,0.006,248.0
2030,756.294,58.076,20.613,0.012,0.699,0.027,0.5,0.018,249.0
2031,461.235,58.069,21.23,0.023,0.726,0.044,0.58,0.029,250.0
2032,428.85,58.041,21.36,0.031,0.804,0.047,0.584,0.042,251.0
2033,404.923,58.351,19.463,0.007,0.753,0.014,0.58,0.009,252.0
2034,999.225,59.246,21.896,0.035,0.984,0.056,0.838,0.053,253.0
2035,267.307,59.548,19.45,0.008,0.777,0.016,0.543,0.011,254.0
2036,766.583,59.929,20.629,0.014,0.692,0.026,0.486,0.018,256.0
2037,507.287,60.548,21.84,0.038,0.816,0.069,0.558,0.05,257.0
2038,809.888,62.525,16.896,0.004,0.174,0.009,0.074,0.005,259.0
2039,271.701,62.474,20.416,0.011,0.668,0.025,0.456,0.014,260.0
2040,541.234,62.675,21.978,0.037,0.889,0.07,0.592,0.05,261.0
2041,277.906,62.454,21.361,0.029,0.634,0.052,0.597,0.04,262.0
2042,591.639,62.797,20.608,0.017,0.674,0.033,0.479,0.023,263.0
2043,14.72,63.046,21.494,0.026,0.754,0.056,0.559,0.034,265.0
2044,735.7,63.706,21.672,0.029,0.851,0.061,0.544,0.045,266.0
2045,843.011,63.902,19.389,0.008,0.837,0.014,0.622,0.009,267.0
2046,529.908,63.874,20.936,0.02,0.712,0.032,0.482,0.028,268.0
2047,58.832,63.704,20.678,0.018,0.663,0.032,0.498,0.024,269.0
2048,584.537,64.355,19.955,0.009,0.652,0.018,0.48,0.012,270.0
2049,387.404,64.374,19.469,0.008,0.759,0.017,0.564,0.011,271.0
2050,944.661,65.008,22.056,0.05,0.819,0.085,0.561,0.062,272.0
2051,486.169,65.066,17.204,0.006,0.079,0.01,0.028,0.008,273.0
2052,304.157,65.295,20.497,0.012,0.674,0.022,0.459,0.016,274.0
2053,792.794,65.475,22.062,0.042,0.833,0.07,0.55,0.06,275.0
2054,804.236,66.024,20.618,0.021,0.704,0.031,0.47,0.034,276.0
2055,885.049,66.535,20.878,0.016,0.69,0.034,0.533,0.023,277.0
2056,754.55,66.593,20.392,0.018,0.824,0.029,0.753,0.042,278.0
2057,1010.94,66.859,19.705,0.01,0.718,0.019,0.493,0.013,279.0
2058,372.236,67.27,21.311,0.027,0.73,0.044,0.444,0.035,281.0
2059,374.819,69.23,20.857,0.019,0.727,0.031,0.52,0.025,282.0
2060,161.243,67.969,21.016,0.05,1.105,0.089,1.177,0.068,284.0
2061,657.851,68.325,20.019,0.009,0.66,0.018,0.47,0.012,285.0
2062,836.913,68.723,21.448,0.031,1.505,0.039,1.203,0.055,286.0
2063,637.252,68.952,19.776,0.009,0.662,0.017,0.472,0.014,287.0
2064,429.089,68.954,20.277,0.011,0.677,0.02,0.48,0.015,288.0
2065,712.265,68.977,21.623,0.029,0.809,0.052,0.591,0.04,289.0
2066,236.583,69.866,21.527,0.028,0.777,0.047,0.571,0.036,291.0
2067,1017.79,70.246,16.516,0.018,1.027,0.02,0.835,0.018,292.0
2068,30.918,70.094,21.281,0.026,0.682,0.048,0.636,0.035,293.0
2069,847.867,70.692,21.145,0.02,0.739,0.04,0.484,0.026,295.0
2070,26.153,70.577,21.121,0.023,0.715,0.049,0.564,0.026,297.0
2071,890.343,71.847,20.638,0.016,0.688,0.028,0.49,0.021,299.0
2072,963.484,72.004,20.91,0.024,0.696,0.039,0.547,0.029,300.0
2073,756.217,71.845,20.786,0.015,0.708,0.031,0.692,0.036,301.0
2074,690.555,72.043,19.338,0.006,0.838,0.011,0.583,0.008,302.0
2075,331.274,72.085,21.638,0.029,0.785,0.056,0.597,0.038,303.0
2076,439.969,72.332,21.129,0.035,0.808,0.075,0.665,0.045,304.0
2077,798.809,73.255,21.768,0.033,0.68,0.076,0.615,0.05,305.0
2078,576.996,73.478,21.716,0.039,0.826,0.063,0.557,0.048,306.0
2079,542.644,73.489,17.728,0.004,0.996,0.008,0.893,0.006,307.0
2080,958.911,74.002,19.506,0.007,0.755,0.014,0.558,0.011,308.0
2081,138.845,73.917,20.484,0.016,0.876,0.027,0.732,0.023,309.0
2082,856.133,75.117,19.056,0.006,0.725,0.012,0.515,0.008,310.0
2083,831.573,75.232,21.398,0.032,0.757,0.051,0.551,0.041,311.0
2084,396.75,75.131,17.713,0.003,0.955,0.009,0.745,0.004,313.0
2085,556.65,75.557,22.079,0.047,0.849,0.09,0.546,0.063,314.0
2086,670.143,75.788,21.519,0.03,0.723,0.06,0.532,0.038,315.0
2087,460.71,75.364,21.977,0.042,0.744,0.077,0.613,0.062,316.0
2088,987.098,75.873,21.532,0.022,0.745,0.053,0.574,0.035,317.0
2089,530.743,76.653,21.545,0.024,0.785,0.048,0.517,0.033,318.0
2090,914.825,77.102,19.816,0.006,1.02,0.013,0.883,0.011,319.0
2091,650.653,77.137,21.332,0.019,0.761,0.044,0.511,0.029,320.0
2092,504.525,76.862,19.886,0.062,0.372,0.065,1.136,0.064,321.0
2093,335.231,77.414,19.104,0.005,0.87,0.009,0.673,0.008,322.0
2094,681.789,78.461,21.181,0.025,0.705,0.039,0.551,0.031,324.0
2095,364.201,78.495,20.072,0.01,0.67,0.016,0.459,0.013,325.0
2096,247.347,79.016,20.336,0.012,0.638,0.026,0.551,0.016,326.0
2097,225.053,79.458,20.606,0.015,0.635,0.029,0.525,0.02,327.0
2098,267.173,79.547,21.192,0.023,1.078,0.031,1.02,0.036,329.0
2099,779.889,80.235,20.544,0.017,0.923,0.025,0.752,0.023,330.0
2100,448.267,80.243,21.28,0.048,0.653,0.071,0.542,0.065,331.0
2101,479.343,80.716,21.258,0.026,0.735,0.048,0.567,0.035,332.0
2102,477.357,84.26,21.307,0.041,0.632,0.059,0.617,0.058,333.0
2103,12.656,80.702,21.548,0.033,0.727,0.058,0.603,0.053,334.0
